instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_celcius,hum_percent,windspeed_kmh,temp_group,hum_group,windspeed_group
9437,2012-02-03,1,1,2,2,0,5,1,1,0.3,0.2879,0.52,0.2239,0,6,6,12.3,52.0,15.0,Rendah,Sedang,Tinggi
9438,2012-02-03,1,1,2,3,0,5,1,1,0.28,0.2576,0.56,0.2985,0,4,4,11.5,56.0,20.0,Rendah,Sedang,Sangat Tinggi
9439,2012-02-03,1,1,2,4,0,5,1,1,0.26,0.2576,0.6,0.2239,0,2,2,10.7,60.0,15.0,Rendah,Sedang,Tinggi
9440,2012-02-03,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239,0,17,17,10.7,60.0,15.0,Rendah,Sedang,Tinggi
9441,2012-02-03,1,1,2,6,0,5,1,1,0.24,0.2424,0.65,0.1642,0,88,88,9.8,65.0,11.0,Rendah,Tinggi,Sedang
9442,2012-02-03,1,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239,10,216,226,9.8,65.0,15.0,Rendah,Tinggi,Tinggi
9443,2012-02-03,1,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239,12,429,441,9.8,65.0,15.0,Rendah,Tinggi,Tinggi
9444,2012-02-03,1,1,2,9,0,5,1,1,0.24,0.2273,0.65,0.194,18,252,270,9.8,65.0,13.0,Rendah,Tinggi,Sedang
9445,2012-02-03,1,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836,15,114,129,11.5,56.0,19.0,Rendah,Sedang,Sangat Tinggi
9446,2012-02-03,1,1,2,11,0,5,1,1,0.32,0.303,0.53,0.2985,15,149,164,13.1,53.0,20.0,Rendah,Sedang,Sangat Tinggi
9447,2012-02-03,1,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,25,191,216,13.9,46.0,9.0,Rendah,Rendah,Sedang
9448,2012-02-03,1,1,2,13,0,5,1,1,0.36,0.3636,0.46,0.0,25,173,198,14.8,46.0,0.0,Sedang,Rendah,Rendah
9449,2012-02-03,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148,170,14.8,46.0,15.0,Sedang,Rendah,Tinggi
9450,2012-02-03,1,1,2,15,0,5,1,1,0.38,0.3939,0.4,0.0,48,168,216,15.6,40.0,0.0,Sedang,Rendah,Rendah
9451,2012-02-03,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,36,275,311,16.4,37.0,7.0,Sedang,Rendah,Rendah
9452,2012-02-03,1,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896,30,458,488,16.4,37.0,6.0,Sedang,Rendah,Rendah
9453,2012-02-03,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,17,368,385,15.6,40.0,9.0,Sedang,Rendah,Sedang
9454,2012-02-03,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,11,256,267,13.9,49.0,7.0,Rendah,Sedang,Rendah
9455,2012-02-03,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163,13.9,49.0,7.0,Rendah,Sedang,Rendah
9456,2012-02-03,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,8,126,134,13.9,49.0,7.0,Rendah,Sedang,Rendah
9457,2012-02-03,1,1,2,22,0,5,1,1,0.34,0.3485,0.49,0.1045,3,116,119,13.9,49.0,7.0,Rendah,Sedang,Rendah
9458,2012-02-03,1,1,2,23,0,5,1,1,0.26,0.2727,0.7,0.1045,3,74,77,10.7,70.0,7.0,Rendah,Tinggi,Rendah
9459,2012-02-04,1,1,2,0,0,6,0,1,0.26,0.2727,0.7,0.1045,10,76,86,10.7,70.0,7.0,Rendah,Tinggi,Rendah
9460,2012-02-04,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045,0,43,43,10.7,70.0,7.0,Rendah,Tinggi,Rendah
9461,2012-02-04,1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,6,38,44,9.8,70.0,6.0,Rendah,Tinggi,Rendah
9462,2012-02-04,1,1,2,3,0,6,0,1,0.24,0.2879,0.75,0.0,1,17,18,9.8,75.0,0.0,Rendah,Tinggi,Rendah
9463,2012-02-04,1,1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896,1,5,6,9.8,81.0,6.0,Rendah,Sangat Tinggi,Rendah
9464,2012-02-04,1,1,2,5,0,6,0,1,0.24,0.2576,0.81,0.0896,1,3,4,9.8,81.0,6.0,Rendah,Sangat Tinggi,Rendah
9465,2012-02-04,1,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343,1,4,5,9.0,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9466,2012-02-04,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,1,27,28,9.8,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9467,2012-02-04,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0.0,4,86,90,9.8,87.0,0.0,Rendah,Sangat Tinggi,Rendah
9468,2012-02-04,1,1,2,9,0,6,0,1,0.24,0.2424,0.81,0.1343,16,141,157,9.8,81.0,9.0,Rendah,Sangat Tinggi,Sedang
9469,2012-02-04,1,1,2,10,0,6,0,1,0.24,0.2576,0.87,0.1045,31,193,224,9.8,87.0,7.0,Rendah,Sangat Tinggi,Rendah
9470,2012-02-04,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0.0,46,224,270,12.3,70.0,0.0,Rendah,Tinggi,Rendah
9471,2012-02-04,1,1,2,12,0,6,0,2,0.3,0.3182,0.7,0.0896,40,260,300,12.3,70.0,6.0,Rendah,Tinggi,Rendah
9472,2012-02-04,1,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.194,58,244,302,12.3,70.0,13.0,Rendah,Tinggi,Sedang
9473,2012-02-04,1,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,47,229,276,13.1,66.0,15.0,Rendah,Tinggi,Tinggi
9474,2012-02-04,1,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,61,244,305,13.1,66.0,15.0,Rendah,Tinggi,Tinggi
9475,2012-02-04,1,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642,20,123,143,13.9,61.0,11.0,Rendah,Sedang,Sedang
9476,2012-02-04,1,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194,13,54,67,12.3,70.0,13.0,Rendah,Tinggi,Sedang
9477,2012-02-04,1,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642,6,58,64,11.5,75.0,11.0,Rendah,Tinggi,Sedang
9478,2012-02-04,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,5,75,80,10.7,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9479,2012-02-04,1,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194,4,73,77,9.8,93.0,13.0,Rendah,Sangat Tinggi,Sedang
9480,2012-02-04,1,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343,4,74,78,9.8,93.0,9.0,Rendah,Sangat Tinggi,Sedang
9481,2012-02-04,1,1,2,22,0,6,0,2,0.24,0.2576,0.87,0.0896,4,91,95,9.8,87.0,6.0,Rendah,Sangat Tinggi,Rendah
9482,2012-02-04,1,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343,4,66,70,9.8,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9483,2012-02-05,1,1,2,0,0,0,0,2,0.24,0.2424,0.87,0.1343,3,58,61,9.8,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9484,2012-02-05,1,1,2,1,0,0,0,2,0.24,0.2576,0.93,0.1045,5,46,51,9.8,93.0,7.0,Rendah,Sangat Tinggi,Rendah
9485,2012-02-05,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,4,59,63,9.8,93.0,7.0,Rendah,Sangat Tinggi,Rendah
9486,2012-02-05,1,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896,4,13,17,9.8,87.0,6.0,Rendah,Sangat Tinggi,Rendah
9487,2012-02-05,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,0,9,9,9.8,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9488,2012-02-05,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,0,4,4,10.7,81.0,13.0,Rendah,Sangat Tinggi,Sedang
9489,2012-02-05,1,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4,10.7,70.0,17.0,Rendah,Tinggi,Tinggi
9490,2012-02-05,1,1,2,7,0,0,0,2,0.24,0.2424,0.75,0.1642,0,16,16,9.8,75.0,11.0,Rendah,Tinggi,Sedang
9491,2012-02-05,1,1,2,8,0,0,0,2,0.24,0.2424,0.75,0.1642,4,58,62,9.8,75.0,11.0,Rendah,Tinggi,Sedang
9492,2012-02-05,1,1,2,9,0,0,0,2,0.24,0.2273,0.7,0.2239,9,83,92,9.8,70.0,15.0,Rendah,Tinggi,Tinggi
9493,2012-02-05,1,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,10,138,148,10.7,65.0,19.0,Rendah,Tinggi,Sangat Tinggi
9494,2012-02-05,1,1,2,11,0,0,0,2,0.26,0.2576,0.7,0.194,22,160,182,10.7,70.0,13.0,Rendah,Tinggi,Sedang
9495,2012-02-05,1,1,2,12,0,0,0,2,0.26,0.2576,0.65,0.194,25,223,248,10.7,65.0,13.0,Rendah,Tinggi,Sedang
9496,2012-02-05,1,1,2,13,0,0,0,2,0.28,0.2727,0.61,0.1642,33,241,274,11.5,61.0,11.0,Rendah,Sedang,Sedang
9497,2012-02-05,1,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,40,203,243,12.3,61.0,11.0,Rendah,Sedang,Sedang
9498,2012-02-05,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272,12.3,56.0,17.0,Rendah,Sedang,Tinggi
9499,2012-02-05,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,35,261,296,12.3,56.0,15.0,Rendah,Sedang,Tinggi
9500,2012-02-05,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306,13.1,53.0,11.0,Rendah,Sedang,Sedang
9501,2012-02-05,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181,12.3,52.0,17.0,Rendah,Sedang,Tinggi
9502,2012-02-05,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69,12.3,52.0,15.0,Rendah,Sedang,Tinggi
9503,2012-02-05,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,3,47,50,11.5,56.0,13.0,Rendah,Sedang,Sedang
9504,2012-02-05,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66,11.5,56.0,7.0,Rendah,Sedang,Rendah
9505,2012-02-05,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191,10.7,60.0,7.0,Rendah,Sedang,Rendah
9506,2012-02-05,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,4,38,42,9.8,70.0,9.0,Rendah,Tinggi,Sedang
9507,2012-02-06,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343,7,14,21,9.8,65.0,9.0,Rendah,Tinggi,Sedang
9508,2012-02-06,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896,0,6,6,9.0,75.0,6.0,Rendah,Tinggi,Rendah
9509,2012-02-06,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0,0,3,3,9.0,75.0,0.0,Rendah,Tinggi,Rendah
9510,2012-02-06,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,0,2,2,7.4,80.0,7.0,Rendah,Sangat Tinggi,Rendah
9511,2012-02-06,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,0,17,17,7.4,80.0,7.0,Rendah,Sangat Tinggi,Rendah
9512,2012-02-06,1,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,72,72,6.6,86.0,7.0,Rendah,Sangat Tinggi,Rendah
9513,2012-02-06,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,5,229,234,6.6,86.0,7.0,Rendah,Sangat Tinggi,Rendah
9514,2012-02-06,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,10,434,444,6.6,86.0,9.0,Rendah,Sangat Tinggi,Sedang
9515,2012-02-06,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,8,269,277,7.4,80.0,7.0,Rendah,Sangat Tinggi,Rendah
9516,2012-02-06,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045,20,96,116,9.0,75.0,7.0,Rendah,Tinggi,Rendah
9517,2012-02-06,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116,10.7,70.0,9.0,Rendah,Tinggi,Sedang
9518,2012-02-06,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,19,131,150,13.1,61.0,11.0,Rendah,Sedang,Sedang
9519,2012-02-06,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239,17,124,141,15.6,40.0,15.0,Sedang,Rendah,Tinggi
9520,2012-02-06,1,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642,14,126,140,16.4,35.0,11.0,Sedang,Rendah,Sedang
9521,2012-02-06,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,25,146,171,17.2,32.0,19.0,Sedang,Rendah,Sangat Tinggi
9522,2012-02-06,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,13,215,228,16.4,43.0,17.0,Sedang,Rendah,Tinggi
9523,2012-02-06,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,13,417,430,16.4,43.0,17.0,Sedang,Rendah,Tinggi
9524,2012-02-06,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,11,426,437,15.6,43.0,15.0,Sedang,Rendah,Tinggi
9525,2012-02-06,1,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537,7,284,291,14.8,43.0,17.0,Sedang,Rendah,Tinggi
9526,2012-02-06,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201,13.9,46.0,11.0,Rendah,Rendah,Sedang
9527,2012-02-06,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642,11,143,154,13.1,57.0,11.0,Rendah,Sedang,Sedang
9528,2012-02-06,1,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343,4,83,87,12.3,65.0,9.0,Rendah,Tinggi,Sedang
9529,2012-02-06,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343,3,43,46,12.3,65.0,9.0,Rendah,Tinggi,Sedang
9530,2012-02-07,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194,1,22,23,12.3,70.0,13.0,Rendah,Tinggi,Sedang
9531,2012-02-07,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,8,6,14,11.5,61.0,9.0,Rendah,Sedang,Sedang
9532,2012-02-07,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,0.0,0,4,4,12.3,61.0,0.0,Rendah,Sedang,Rendah
9533,2012-02-07,1,1,2,3,0,2,1,2,0.3,0.3333,0.7,0.0,1,1,2,12.3,70.0,0.0,Rendah,Tinggi,Rendah
9534,2012-02-07,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0.0,0,3,3,12.3,70.0,0.0,Rendah,Tinggi,Rendah
9535,2012-02-07,1,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896,0,15,15,13.1,49.0,6.0,Rendah,Sedang,Rendah
9536,2012-02-07,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,2,98,100,13.1,45.0,20.0,Rendah,Rendah,Sangat Tinggi
9537,2012-02-07,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,0.0,6,293,299,13.1,45.0,0.0,Rendah,Rendah,Rendah
9538,2012-02-07,1,1,2,8,0,2,1,1,0.3,0.3182,0.49,0.0,7,522,529,12.3,49.0,0.0,Rendah,Sedang,Rendah
9539,2012-02-07,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0.0,11,278,289,13.1,49.0,0.0,Rendah,Sedang,Rendah
9540,2012-02-07,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642,12,104,116,13.9,46.0,11.0,Rendah,Rendah,Sedang
9541,2012-02-07,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194,9,120,129,14.8,46.0,13.0,Sedang,Rendah,Sedang
9542,2012-02-07,1,1,2,12,0,2,1,1,0.4,0.4091,0.4,0.3284,9,163,172,16.4,40.0,22.0,Sedang,Rendah,Sangat Tinggi
9543,2012-02-07,1,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537,15,169,184,18.0,38.0,17.0,Sedang,Rendah,Tinggi
9544,2012-02-07,1,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537,11,127,138,18.0,38.0,17.0,Sedang,Rendah,Tinggi
9545,2012-02-07,1,1,2,15,0,2,1,1,0.44,0.4394,0.38,0.194,13,133,146,18.0,38.0,13.0,Sedang,Rendah,Sedang
9546,2012-02-07,1,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537,19,257,276,18.0,35.0,17.0,Sedang,Rendah,Tinggi
9547,2012-02-07,1,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194,15,494,509,18.0,35.0,13.0,Sedang,Rendah,Sedang
9548,2012-02-07,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,10,508,518,17.2,38.0,13.0,Sedang,Rendah,Sedang
9549,2012-02-07,1,1,2,19,0,2,1,1,0.38,0.3939,0.43,0.2239,11,327,338,15.6,43.0,15.0,Sedang,Rendah,Tinggi
9550,2012-02-07,1,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343,6,206,212,14.8,50.0,9.0,Sedang,Sedang,Sedang
9551,2012-02-07,1,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045,20,170,190,13.9,61.0,7.0,Rendah,Sedang,Rendah
9552,2012-02-07,1,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194,11,107,118,13.1,57.0,13.0,Rendah,Sedang,Sedang
9553,2012-02-07,1,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343,2,49,51,13.1,57.0,9.0,Rendah,Sedang,Sedang
9554,2012-02-08,1,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239,2,21,23,12.3,56.0,15.0,Rendah,Sedang,Tinggi
9555,2012-02-08,1,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642,1,9,10,11.5,61.0,11.0,Rendah,Sedang,Sedang
9556,2012-02-08,1,1,2,2,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,10.7,65.0,0.0,Rendah,Tinggi,Rendah
9557,2012-02-08,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,10.7,65.0,0.0,Rendah,Tinggi,Rendah
9558,2012-02-08,1,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,0,1,1,9.8,70.0,6.0,Rendah,Tinggi,Rendah
9559,2012-02-08,1,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896,0,20,20,9.8,70.0,6.0,Rendah,Tinggi,Rendah
9560,2012-02-08,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0.0,3,95,98,9.8,70.0,0.0,Rendah,Tinggi,Rendah
9561,2012-02-08,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281,9.8,70.0,7.0,Rendah,Tinggi,Rendah
9562,2012-02-08,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,13,495,508,9.8,70.0,15.0,Rendah,Tinggi,Tinggi
9563,2012-02-08,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642,8,245,253,9.8,70.0,11.0,Rendah,Tinggi,Sedang
9564,2012-02-08,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108,10.7,70.0,15.0,Rendah,Tinggi,Tinggi
9565,2012-02-08,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102,10.7,65.0,15.0,Rendah,Tinggi,Tinggi
9566,2012-02-08,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138,11.5,65.0,19.0,Rendah,Tinggi,Sangat Tinggi
9567,2012-02-08,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045,15,111,126,11.5,61.0,7.0,Rendah,Sedang,Rendah
9568,2012-02-08,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,8,100,108,12.3,56.0,11.0,Rendah,Sedang,Sedang
9569,2012-02-08,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,5,49,54,12.3,61.0,7.0,Rendah,Sedang,Rendah
9570,2012-02-08,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,2,73,75,10.7,81.0,7.0,Rendah,Sangat Tinggi,Rendah
9571,2012-02-08,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147,155,9.8,87.0,7.0,Rendah,Sangat Tinggi,Rendah
9572,2012-02-08,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045,4,163,167,9.8,87.0,7.0,Rendah,Sangat Tinggi,Rendah
9573,2012-02-08,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045,3,158,161,9.8,87.0,7.0,Rendah,Sangat Tinggi,Rendah
9574,2012-02-08,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,3,122,125,9.8,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9575,2012-02-08,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,3,126,129,9.8,87.0,13.0,Rendah,Sangat Tinggi,Sedang
9576,2012-02-08,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,98,9.8,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9577,2012-02-08,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,3,57,60,9.8,87.0,11.0,Rendah,Sangat Tinggi,Sedang
9578,2012-02-09,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26,9.8,87.0,11.0,Rendah,Sangat Tinggi,Sedang
9579,2012-02-09,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,2,10,12,9.8,87.0,9.0,Rendah,Sangat Tinggi,Sedang
9580,2012-02-09,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,0,2,2,9.0,80.0,9.0,Rendah,Sangat Tinggi,Sedang
9581,2012-02-09,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,0,4,4,9.0,80.0,19.0,Rendah,Sangat Tinggi,Sangat Tinggi
9582,2012-02-09,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,0,1,1,9.0,75.0,30.0,Rendah,Tinggi,Sangat Tinggi
9583,2012-02-09,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,0,18,18,8.2,75.0,19.0,Rendah,Tinggi,Sangat Tinggi
9584,2012-02-09,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,1,75,76,8.2,75.0,19.0,Rendah,Tinggi,Sangat Tinggi
9585,2012-02-09,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,4,263,267,8.2,69.0,17.0,Rendah,Tinggi,Tinggi
9586,2012-02-09,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,11,473,484,8.2,64.0,17.0,Rendah,Tinggi,Tinggi
9587,2012-02-09,1,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,9,229,238,8.2,59.0,15.0,Rendah,Sedang,Tinggi
9588,2012-02-09,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,7,90,97,9.0,51.0,15.0,Rendah,Sedang,Tinggi
9589,2012-02-09,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239,4,95,99,9.8,52.0,15.0,Rendah,Sedang,Tinggi
9590,2012-02-09,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284,10,148,158,10.7,48.0,22.0,Rendah,Rendah,Sangat Tinggi
9591,2012-02-09,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,10,144,154,12.3,42.0,22.0,Rendah,Rendah,Sangat Tinggi
9592,2012-02-09,1,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985,18,126,144,13.1,39.0,20.0,Rendah,Rendah,Sangat Tinggi
9593,2012-02-09,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985,14,120,134,13.1,36.0,20.0,Rendah,Rendah,Sangat Tinggi
9594,2012-02-09,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0.0,15,223,238,13.9,36.0,0.0,Rendah,Rendah,Rendah
9595,2012-02-09,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,12,387,399,13.9,34.0,9.0,Rendah,Rendah,Sedang
9596,2012-02-09,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,13,404,417,13.9,31.0,11.0,Rendah,Rendah,Sedang
9597,2012-02-09,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,8,287,295,13.1,33.0,7.0,Rendah,Rendah,Rendah
9598,2012-02-09,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0.0,2,197,199,13.1,36.0,0.0,Rendah,Rendah,Rendah
9599,2012-02-09,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896,8,169,177,12.3,52.0,6.0,Rendah,Sedang,Rendah
9600,2012-02-09,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0.0,3,104,107,12.3,56.0,0.0,Rendah,Sedang,Rendah
9601,2012-02-09,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0.0,9,75,84,12.3,52.0,0.0,Rendah,Sedang,Rendah
9602,2012-02-10,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,4,39,43,11.5,65.0,6.0,Rendah,Tinggi,Rendah
9603,2012-02-10,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,2,11,13,11.5,61.0,6.0,Rendah,Sedang,Rendah
9604,2012-02-10,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,7,9,16,10.7,52.0,6.0,Rendah,Sedang,Rendah
9605,2012-02-10,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,0,5,5,10.7,56.0,6.0,Rendah,Sedang,Rendah
9606,2012-02-10,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,0,2,2,10.7,56.0,6.0,Rendah,Sedang,Rendah
9607,2012-02-10,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,0,17,17,9.8,52.0,15.0,Rendah,Sedang,Tinggi
9608,2012-02-10,1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,3,61,64,8.2,59.0,13.0,Rendah,Sedang,Sedang
9609,2012-02-10,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,5,225,230,8.2,59.0,11.0,Rendah,Sedang,Sedang
9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,1,447,448,8.2,59.0,11.0,Rendah,Sedang,Sedang
9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275,9.0,55.0,11.0,Rendah,Sedang,Sedang
9612,2012-02-10,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,5,119,124,10.7,48.0,9.0,Rendah,Rendah,Sedang
